Date,Nom de l'entraînement,Durée,Nom de l'exercice,Ordre de la série,Poids,Réps,Distance,Secondes,Notes,Notes d'entraînement,RPE
2025-09-18 12:53:38,"Legs",1h 16min,"Leg Press",Minuteur de repos,0,0.0,0,120.0,,,
2025-09-18 12:53:38,"Legs",1h 16min,"Leg Press",4,155.7,10.0,0,0.0,,,
2025-09-18 12:53:38,"Legs",1h 16min,"Leg Press",Minuteur de repos,0,0.0,0,120.0,,,
2025-09-18 12:53:38,"Legs",1h 16min,"Romanian Deadlift (Barbell)",1,30.0,12.0,0,0.0,"",,
2025-09-18 12:53:38,"Legs",1h 16min,"Romanian Deadlift (Barbell)",Minuteur de repos,0,0.0,0,120.0,,,
2025-09-18 12:53:38,"Legs",1h 16min,"Romanian Deadlift (Barbell)",2,30.0,12.0,0,0.0,,,
2025-09-18 12:53:38,"Legs",1h 16min,"Romanian Deadlift (Barbell)",Minuteur de repos,0,0.0,0,120.0,,,
2025-09-18 12:53:38,"Legs",1h 16min,"Romanian Deadlift (Barbell)",3,30.0,11.0,0,0.0,,,
2025-09-18 12:53:38,"Legs",1h 16min,"Romanian Deadlift (Barbell)",Minuteur de repos,0,0.0,0,120.0,,,
2025-09-18 12:53:38,"Legs",1h 16min,"Romanian Deadlift (Barbell)",4,30.0,9.0,0,0.0,,,
2025-09-18 12:53:38,"Legs",1h 16min,"Romanian Deadlift (Barbell)",Minuteur de repos,0,0.0,0,120.0,,,
2025-09-18 12:53:38,"Legs",1h 16min,"Lying Leg Curl (Machine)",1,32.0,10.0,0,0.0,"",,
2025-09-18 12:53:38,"Legs",1h 16min,"Lying Leg Curl (Machine)",Minuteur de repos,0,0.0,0,120.0,,,
2025-09-18 12:53:38,"Legs",1h 16min,"Lying Leg Curl (Machine)",2,32.0,8.0,0,0.0,,,
2025-09-18 12:53:38,"Legs",1h 16min,"Lying Leg Curl (Machine)",Minuteur de repos,0,0.0,0,120.0,,,
2025-09-18 12:53:38,"Legs",1h 16min,"Lying Leg Curl (Machine)",3,32.0,6.0,0,0.0,,,
2025-09-18 12:53:38,"Legs",1h 16min,"Lying Leg Curl (Machine)",Minuteur de repos,0,0.0,0,120.0,,,
2025-09-18 12:53:38,"Legs",1h 16min,"Seated Calf Raise (Plate Loaded)",1,41.3,15.0,0,0.0,"",,
2025-09-18 12:53:38,"Legs",1h 16min,"Seated Calf Raise (Plate Loaded)",Minuteur de repos,0,0.0,0,120.0,,,
2025-09-18 12:53:38,"Legs",1h 16min,"Seated Calf Raise (Plate Loaded)",2,36.3,15.0,0,0.0,,,
2025-09-18 12:53:38,"Legs",1h 16min,"Seated Calf Raise (Plate Loaded)",Minuteur de repos,0,0.0,0,120.0,,,
2025-09-18 12:53:38,"Legs",1h 16min,"Seated Calf Raise (Plate Loaded)",3,36.3,15.0,0,0.0,,,
2025-09-18 12:53:38,"Legs",1h 16min,"Seated Calf Raise (Plate Loaded)",Minuteur de repos,0,0.0,0,120.0,,,
2025-09-20 10:05:24,"Push",52min,"Bench Press (Barbell)",1,55.0,12.0,0,0.0,"","",
2025-09-20 10:05:24,"Push",52min,"Bench Press (Barbell)",Minuteur de repos,0,0.0,0,120.0,,,
2025-09-20 10:05:24,"Push",52min,"Bench Press (Barbell)",2,55.0,12.0,0,0.0,,,
2025-09-20 10:05:24,"Push",52min,"Bench Press (Barbell)",Minuteur de repos,0,0.0,0,120.0,,,
2025-09-20 10:05:24,"Push",52min,"Bench Press (Barbell)",3,55.0,12.0,0,0.0,,,
2025-09-20 10:05:24,"Push",52min,"Bench Press (Barbell)",Minuteur de repos,0,0.0,0,120.0,,,
2025-09-20 10:05:24,"Push",52min,"Bench Press (Barbell)",4,55.0,12.0,0,0.0,,,
2025-09-20 10:05:24,"Push",52min,"Bench Press (Barbell)",Minuteur de repos,0,0.0,0,120.0,,,
2025-09-20 10:05:24,"Push",52min,"Incline Bench Press (Dumbbell)",1,16.0,8.0,0,0.0,"",,
2025-09-20 10:05:24,"Push",52min,"Incline Bench Press (Dumbbell)",Minuteur de repos,0,0.0,0,120.0,,,
2025-09-20 10:05:24,"Push",52min,"Incline Bench Press (Dumbbell)",2,16.0,8.0,0,0.0,,,
2025-09-20 10:05:24,"Push",52min,"Incline Bench Press (Dumbbell)",Minuteur de repos,0,0.0,0,120.0,,,
2025-09-20 10:05:24,"Push",52min,"Incline Bench Press (Dumbbell)",3,16.0,8.0,0,0.0,,,
2025-09-20 10:05:24,"Push",52min,"Incline Bench Press (Dumbbell)",Minuteur de repos,0,0.0,0,120.0,,,
2025-09-20 10:05:24,"Push",52min,"Incline Bench Press (Dumbbell)",4,16.0,6.0,0,0.0,,,
2025-09-20 10:05:24,"Push",52min,"Incline Bench Press (Dumbbell)",Minuteur de repos,0,0.0,0,120.0,,,
2025-09-20 10:05:24,"Push",52min,"Chest Fly (Band)",1,4.5,12.0,0,0.0,"",,
2025-09-20 10:05:24,"Push",52min,"Chest Fly (Band)",Minuteur de repos,0,0.0,0,120.0,,,
2025-09-20 10:05:24,"Push",52min,"Chest Fly (Band)",2,4.5,11.0,0,0.0,,,
2025-09-20 10:05:24,"Push",52min,"Chest Fly (Band)",Minuteur de repos,0,0.0,0,120.0,,,
2025-09-20 10:05:24,"Push",52min,"Chest Fly (Band)",3,4.5,8.0,0,0.0,,,
2025-09-20 10:05:24,"Push",52min,"Chest Fly (Band)",Minuteur de repos,0,0.0,0,120.0,,,
2025-09-20 10:05:24,"Push",52min,"Triceps Extension",1,11.3,15.0,0,0.0,"",,
2025-09-20 10:05:24,"Push",52min,"Triceps Extension",Minuteur de repos,0,0.0,0,120.0,,,
2025-09-20 10:05:24,"Push",52min,"Triceps Extension",2,11.3,15.0,0,0.0,,,
2025-09-20 10:05:24,"Push",52min,"Triceps Extension",Minuteur de repos,0,0.0,0,120.0,,,
2025-09-20 10:05:24,"Push",52min,"Triceps Extension",3,11.3,9.0,0,0.0,,,
2025-09-20 10:05:24,"Push",52min,"Triceps Extension",Minuteur de repos,0,0.0,0,120.0,,,
2025-09-20 10:05:24,"Push",52min,"Lateral Raise (Dumbbell)",1,7.0,15.0,0,0.0,"",,
2025-09-20 10:05:24,"Push",52min,"Lateral Raise (Dumbbell)",Minuteur de repos,0,0.0,0,120.0,,,
2025-09-20 10:05:24,"Push",52min,"Lateral Raise (Dumbbell)",2,7.0,11.0,0,0.0,,,
2025-09-20 10:05:24,"Push",52min,"Lateral Raise (Dumbbell)",Minuteur de repos,0,0.0,0,120.0,,,
2025-09-20 10:05:24,"Push",52min,"Lateral Raise (Dumbbell)",3,7.0,10.0,0,0.0,,,
2025-09-20 10:05:24,"Push",52min,"Lateral Raise (Dumbbell)",Minuteur de repos,0,0.0,0,120.0,,,
2025-09-23 13:25:11,"Pull",53min,"Bent Over Row (Barbell)",1,55.0,12.0,0,0.0,"","",
2025-09-23 13:25:11,"Pull",53min,"Bent Over Row (Barbell)",Minuteur de repos,0,0.0,0,120.0,,,
2025-09-23 13:25:11,"Pull",53min,"Bent Over Row (Barbell)",2,55.0,12.0,0,0.0,,,
2025-09-23 13:25:11,"Pull",53min,"Bent Over Row (Barbell)",Minuteur de repos,0,0.0,0,120.0,,,
2025-09-23 13:25:11,"Pull",53min,"Bent Over Row (Barbell)",3,55.0,9.0,0,0.0,,,
2025-09-23 13:25:11,"Pull",53min,"Bent Over Row (Barbell)",Minuteur de repos,0,0.0,0,120.0,,,
2025-09-23 13:25:11,"Pull",53min,"Bent Over Row (Barbell)",4,55.0,7.0,0,0.0,,,
2025-09-23 13:25:11,"Pull",53min,"Bent Over Row (Barbell)",Minuteur de repos,0,0.0,0,120.0,,,
2025-09-23 13:25:11,"Pull",53min,"Lat Pulldown (Cable)",1,45.0,12.0,0,0.0,"",,
2025-09-23 13:25:11,"Pull",53min,"Lat Pulldown (Cable)",Minuteur de repos,0,0.0,0,120.0,,,
2025-09-23 13:25:11,"Pull",53min,"Lat Pulldown (Cable)",2,45.0,12.0,0,0.0,,,
2025-09-23 13:25:11,"Pull",53min,"Lat Pulldown (Cable)",Minuteur de repos,0,0.0,0,120.0,,,
2025-09-23 13:25:11,"Pull",53min,"Lat Pulldown (Cable)",3,45.0,12.0,0,0.0,,,
2025-09-23 13:25:11,"Pull",53min,"Lat Pulldown (Cable)",Minuteur de repos,0,0.0,0,120.0,,,
2025-09-23 13:25:11,"Pull",53min,"Lat Pulldown (Cable)",4,45.0,8.0,0,0.0,,,
2025-09-23 13:25:11,"Pull",53min,"Lat Pulldown (Cable)",Minuteur de repos,0,0.0,0,120.0,,,
2025-09-23 13:25:11,"Pull",53min,"Seated Row (Cable)",1,45.0,15.0,0,0.0,"",,
2025-09-23 13:25:11,"Pull",53min,"Seated Row (Cable)",Minuteur de repos,0,0.0,0,120.0,,,
2025-09-23 13:25:11,"Pull",53min,"Seated Row (Cable)",2,45.0,15.0,0,0.0,,,
2025-09-23 13:25:11,"Pull",53min,"Seated Row (Cable)",Minuteur de repos,0,0.0,0,120.0,,,
2025-09-23 13:25:11,"Pull",53min,"Seated Row (Cable)",3,45.0,11.0,0,0.0,,,
2025-09-23 13:25:11,"Pull",53min,"Seated Row (Cable)",Minuteur de repos,0,0.0,0,120.0,,,
2025-09-23 13:25:11,"Pull",53min,"Face Pull (Cable)",1,20.3,15.0,0,0.0,"",,
2025-09-23 13:25:11,"Pull",53min,"Face Pull (Cable)",Minuteur de repos,0,0.0,0,120.0,,,
2025-09-23 13:25:11,"Pull",53min,"Face Pull (Cable)",2,20.3,11.0,0,0.0,,,
2025-09-23 13:25:11,"Pull",53min,"Face Pull (Cable)",Minuteur de repos,0,0.0,0,120.0,,,
2025-09-23 13:25:11,"Pull",53min,"Face Pull (Cable)",3,20.3,8.0,0,0.0,,,
2025-09-23 13:25:11,"Pull",53min,"Face Pull (Cable)",Minuteur de repos,0,0.0,0,120.0,,,
2025-09-23 13:25:11,"Pull",53min,"Bicep Curl (Cable)",1,11.3,15.0,0,0.0,"",,
2025-09-23 13:25:11,"Pull",53min,"Bicep Curl (Cable)",Minuteur de repos,0,0.0,0,120.0,,,
2025-09-23 13:25:11,"Pull",53min,"Bicep Curl (Cable)",2,11.3,15.0,0,0.0,,,
2025-09-23 13:25:11,"Pull",53min,"Bicep Curl (Cable)",Minuteur de repos,0,0.0,0,120.0,,,
2025-09-23 13:25:11,"Pull",53min,"Bicep Curl (Cable)",3,11.3,10.0,0,0.0,,,
2025-09-23 13:25:11,"Pull",53min,"Bicep Curl (Cable)",Minuteur de repos,0,0.0,0,120.0,,,
2025-09-25 12:13:13,"Legs",1h 6min,"Squat (Barbell)",1,55.0,12.0,0,0.0,"","",
2025-09-25 12:13:13,"Legs",1h 6min,"Squat (Barbell)",Minuteur de repos,0,0.0,0,120.0,,,
2025-09-25 12:13:13,"Legs",1h 6min,"Squat (Barbell)",2,55.0,12.0,0,0.0,,,
2025-09-25 12:13:13,"Legs",1h 6min,"Squat (Barbell)",Minuteur de repos,0,0.0,0,180.0,,,
2025-09-25 12:13:13,"Legs",1h 6min,"Squat (Barbell)",3,55.0,12.0,0,0.0,,,
2025-09-25 12:13:13,"Legs",1h 6min,"Squat (Barbell)",Minuteur de repos,0,0.0,0,180.0,,,
2025-09-25 12:13:13,"Legs",1h 6min,"Squat (Barbell)",4,55.0,12.0,0,0.0,,,
2025-09-25 12:13:13,"Legs",1h 6min,"Squat (Barbell)",Minuteur de repos,0,0.0,0,180.0,,,
2025-09-25 12:13:13,"Legs",1h 6min,"Hip Thrust (Barbell)",1,60.0,12.0,0,0.0,"",,
2025-09-25 12:13:13,"Legs",1h 6min,"Hip Thrust (Barbell)",Minuteur de repos,0,0.0,0,120.0,,,
2025-09-25 12:13:13,"Legs",1h 6min,"Hip Thrust (Barbell)",2,60.0,8.0,0,0.0,,,
2025-09-25 12:13:13,"Legs",1h 6min,"Hip Thrust (Barbell)",Minuteur de repos,0,0.0,0,120.0,,,
2025-09-25 12:13:13,"Legs",1h 6min,"Hip Thrust (Barbell)",3,60.0,8.0,0,0.0,,,
2025-09-25 12:13:13,"Legs",1h 6min,"Hip Thrust (Barbell)",Minuteur de repos,0,0.0,0,120.0,,,
2025-09-25 12:13:13,"Legs",1h 6min,"Hip Thrust (Barbell)",4,60.0,6.0,0,0.0,,,
2025-09-25 12:13:13,"Legs",1h 6min,"Hip Thrust (Barbell)",Minuteur de repos,0,0.0,0,120.0,,,
2025-09-25 12:13:13,"Legs",1h 6min,"Leg Press",1,155.7,12.0,0,0.0,"",,
2025-09-25 12:13:13,"Legs",1h 6min,"Leg Press",Minuteur de repos,0,0.0,0,120.0,,,
2025-09-25 12:13:13,"Legs",1h 6min,"Leg Press",2,155.7,12.0,0,0.0,,,
2025-09-25 12:13:13,"Legs",1h 6min,"Leg Press",Minuteur de repos,0,0.0,0,120.0,,,
2025-09-25 12:13:13,"Legs",1h 6min,"Leg Press",3,155.7,12.0,0,0.0,,,
2025-09-25 12:13:13,"Legs",1h 6min,"Leg Press",Minuteur de repos,0,0.0,0,120.0,,,
2025-09-25 12:13:13,"Legs",1h 6min,"Leg Press",4,155.7,10.0,0,0.0,,,
2025-09-25 12:13:13,"Legs",1h 6min,"Leg Press",Minuteur de repos,0,0.0,0,120.0,,,
2025-09-25 12:13:13,"Legs",1h 6min,"Romanian Deadlift (Barbell)",1,30.0,12.0,0,0.0,"",,
2025-09-25 12:13:13,"Legs",1h 6min,"Romanian Deadlift (Barbell)",Minuteur de repos,0,0.0,0,120.0,,,
2025-09-25 12:13:13,"Legs",1h 6min,"Romanian Deadlift (Barbell)",2,30.0,12.0,0,0.0,,,
2025-09-25 12:13:13,"Legs",1h 6min,"Romanian Deadlift (Barbell)",Minuteur de repos,0,0.0,0,120.0,,,
2025-09-25 12:13:13,"Legs",1h 6min,"Romanian Deadlift (Barbell)",3,30.0,8.0,0,0.0,,,
2025-09-25 12:13:13,"Legs",1h 6min,"Romanian Deadlift (Barbell)",Minuteur de repos,0,0.0,0,120.0,,,
2025-09-25 12:13:13,"Legs",1h 6min,"Romanian Deadlift (Barbell)",4,30.0,9.0,0,0.0,,,
2025-09-25 12:13:13,"Legs",1h 6min,"Romanian Deadlift (Barbell)",Minuteur de repos,0,0.0,0,120.0,,,
2025-09-25 12:13:13,"Legs",1h 6min,"Seated Calf Raise (Plate Loaded)",1,46.3,15.0,0,0.0,"",,
2025-09-25 12:13:13,"Legs",1h 6min,"Seated Calf Raise (Plate Loaded)",Minuteur de repos,0,0.0,0,120.0,,,
2025-09-25 12:13:13,"Legs",1h 6min,"Seated Calf Raise (Plate Loaded)",2,46.3,15.0,0,0.0,,,
2025-09-25 12:13:13,"Legs",1h 6min,"Seated Calf Raise (Plate Loaded)",Minuteur de repos,0,0.0,0,120.0,,,
2025-09-25 12:13:13,"Legs",1h 6min,"Seated Calf Raise (Plate Loaded)",3,46.3,12.0,0,0.0,,,
2025-09-25 12:13:13,"Legs",1h 6min,"Seated Calf Raise (Plate Loaded)",Minuteur de repos,0,0.0,0,120.0,,,
2025-09-26 11:56:12,"Push",52min,"Bench Press (Barbell)",1,60.0,12.0,0,0.0,"","",
2025-09-26 11:56:12,"Push",52min,"Bench Press (Barbell)",Minuteur de repos,0,0.0,0,120.0,,,
2025-09-26 11:56:12,"Push",52min,"Bench Press (Barbell)",2,60.0,12.0,0,0.0,,,
2025-09-26 11:56:12,"Push",52min,"Bench Press (Barbell)",Minuteur de repos,0,0.0,0,120.0,,,
2025-09-26 11:56:12,"Push",52min,"Bench Press (Barbell)",3,60.0,7.0,0,0.0,,,
2025-09-26 11:56:12,"Push",52min,"Bench Press (Barbell)",Minuteur de repos,0,0.0,0,120.0,,,
2025-09-26 11:56:12,"Push",52min,"Bench Press (Barbell)",4,60.0,7.0,0,0.0,,,
2025-09-26 11:56:12,"Push",52min,"Bench Press (Barbell)",Minuteur de repos,0,0.0,0,120.0,,,
2025-09-26 11:56:12,"Push",52min,"Incline Bench Press (Dumbbell)",1,16.0,10.0,0,0.0,"",,
2025-09-26 11:56:12,"Push",52min,"Incline Bench Press (Dumbbell)",Minuteur de repos,0,0.0,0,120.0,,,
2025-09-26 11:56:12,"Push",52min,"Incline Bench Press (Dumbbell)",2,16.0,9.0,0,0.0,,,
2025-09-26 11:56:12,"Push",52min,"Incline Bench Press (Dumbbell)",Minuteur de repos,0,0.0,0,120.0,,,
2025-09-26 11:56:12,"Push",52min,"Incline Bench Press (Dumbbell)",3,16.0,7.0,0,0.0,,,
2025-09-26 11:56:12,"Push",52min,"Incline Bench Press (Dumbbell)",Minuteur de repos,0,0.0,0,120.0,,,
2025-09-26 11:56:12,"Push",52min,"Incline Bench Press (Dumbbell)",4,16.0,7.0,0,0.0,,,
2025-09-26 11:56:12,"Push",52min,"Incline Bench Press (Dumbbell)",Minuteur de repos,0,0.0,0,120.0,,,
2025-09-26 11:56:12,"Push",52min,"Chest Fly (Band)",1,4.5,12.0,0,0.0,"",,
2025-09-26 11:56:12,"Push",52min,"Chest Fly (Band)",Minuteur de repos,0,0.0,0,120.0,,,
2025-09-26 11:56:12,"Push",52min,"Chest Fly (Band)",2,4.5,10.0,0,0.0,,,
2025-09-26 11:56:12,"Push",52min,"Chest Fly (Band)",Minuteur de repos,0,0.0,0,120.0,,,
2025-09-26 11:56:12,"Push",52min,"Chest Fly (Band)",3,4.5,10.0,0,0.0,,,
2025-09-26 11:56:12,"Push",52min,"Chest Fly (Band)",Minuteur de repos,0,0.0,0,120.0,,,
2025-09-26 11:56:12,"Push",52min,"Triceps Extension",1,11.3,15.0,0,0.0,"",,
2025-09-26 11:56:12,"Push",52min,"Triceps Extension",Minuteur de repos,0,0.0,0,120.0,,,
2025-09-26 11:56:12,"Push",52min,"Triceps Extension",2,11.3,15.0,0,0.0,,,
2025-09-26 11:56:12,"Push",52min,"Triceps Extension",Minuteur de repos,0,0.0,0,120.0,,,
2025-09-26 11:56:12,"Push",52min,"Triceps Extension",3,11.3,9.0,0,0.0,,,
2025-09-26 11:56:12,"Push",52min,"Triceps Extension",Minuteur de repos,0,0.0,0,120.0,,,
2025-09-26 11:56:12,"Push",52min,"Lateral Raise (Dumbbell)",1,7.0,15.0,0,0.0,"",,
2025-09-26 11:56:12,"Push",52min,"Lateral Raise (Dumbbell)",Minuteur de repos,0,0.0,0,120.0,,,
2025-09-26 11:56:12,"Push",52min,"Lateral Raise (Dumbbell)",2,7.0,12.0,0,0.0,,,
2025-09-26 11:56:12,"Push",52min,"Lateral Raise (Dumbbell)",Minuteur de repos,0,0.0,0,120.0,,,
2025-09-26 11:56:12,"Push",52min,"Lateral Raise (Dumbbell)",3,7.0,10.0,0,0.0,,,
2025-09-26 11:56:12,"Push",52min,"Lateral Raise (Dumbbell)",Minuteur de repos,0,0.0,0,120.0,,,
2025-09-29 13:40:52,"Pull",50min,"Bent Over Row (Barbell)",1,55.0,12.0,0,0.0,"","",
2025-09-29 13:40:52,"Pull",50min,"Bent Over Row (Barbell)",Minuteur de repos,0,0.0,0,120.0,,,
2025-09-29 13:40:52,"Pull",50min,"Bent Over Row (Barbell)",2,55.0,12.0,0,0.0,,,
2025-09-29 13:40:52,"Pull",50min,"Bent Over Row (Barbell)",Minuteur de repos,0,0.0,0,120.0,,,
2025-09-29 13:40:52,"Pull",50min,"Bent Over Row (Barbell)",3,55.0,12.0,0,0.0,,,
2025-09-29 13:40:52,"Pull",50min,"Bent Over Row (Barbell)",Minuteur de repos,0,0.0,0,120.0,,,
2025-09-29 13:40:52,"Pull",50min,"Bent Over Row (Barbell)",4,55.0,8.0,0,0.0,,,
2025-09-29 13:40:52,"Pull",50min,"Bent Over Row (Barbell)",Minuteur de repos,0,0.0,0,120.0,,,
2025-09-29 13:40:52,"Pull",50min,"Lat Pulldown (Cable)",1,45.0,12.0,0,0.0,"",,
2025-09-29 13:40:52,"Pull",50min,"Lat Pulldown (Cable)",Minuteur de repos,0,0.0,0,120.0,,,
2025-09-29 13:40:52,"Pull",50min,"Lat Pulldown (Cable)",2,45.0,12.0,0,0.0,,,
2025-09-29 13:40:52,"Pull",50min,"Lat Pulldown (Cable)",Minuteur de repos,0,0.0,0,120.0,,,
2025-09-29 13:40:52,"Pull",50min,"Lat Pulldown (Cable)",3,45.0,12.0,0,0.0,,,
2025-09-29 13:40:52,"Pull",50min,"Lat Pulldown (Cable)",Minuteur de repos,0,0.0,0,120.0,,,
2025-09-29 13:40:52,"Pull",50min,"Lat Pulldown (Cable)",4,45.0,7.0,0,0.0,,,
2025-09-29 13:40:52,"Pull",50min,"Lat Pulldown (Cable)",Minuteur de repos,0,0.0,0,120.0,,,
2025-09-29 13:40:52,"Pull",50min,"Seated Row (Cable)",1,45.0,15.0,0,0.0,"",,
2025-09-29 13:40:52,"Pull",50min,"Seated Row (Cable)",Minuteur de repos,0,0.0,0,120.0,,,
2025-09-29 13:40:52,"Pull",50min,"Seated Row (Cable)",2,45.0,15.0,0,0.0,,,
2025-09-29 13:40:52,"Pull",50min,"Seated Row (Cable)",Minuteur de repos,0,0.0,0,120.0,,,
2025-09-29 13:40:52,"Pull",50min,"Seated Row (Cable)",3,45.0,11.0,0,0.0,,,
2025-09-29 13:40:52,"Pull",50min,"Seated Row (Cable)",Minuteur de repos,0,0.0,0,120.0,,,
2025-09-29 13:40:52,"Pull",50min,"Face Pull (Cable)",1,20.3,15.0,0,0.0,"",,
2025-09-29 13:40:52,"Pull",50min,"Face Pull (Cable)",Minuteur de repos,0,0.0,0,120.0,,,
2025-09-29 13:40:52,"Pull",50min,"Face Pull (Cable)",2,20.3,10.0,0,0.0,,,
2025-09-29 13:40:52,"Pull",50min,"Face Pull (Cable)",Minuteur de repos,0,0.0,0,120.0,,,
2025-09-29 13:40:52,"Pull",50min,"Face Pull (Cable)",3,20.3,8.0,0,0.0,,,
2025-09-29 13:40:52,"Pull",50min,"Face Pull (Cable)",Minuteur de repos,0,0.0,0,120.0,,,
2025-09-29 13:40:52,"Pull",50min,"Bicep Curl (Cable)",1,11.3,15.0,0,0.0,"",,
2025-09-29 13:40:52,"Pull",50min,"Bicep Curl (Cable)",Minuteur de repos,0,0.0,0,120.0,,,
2025-09-29 13:40:52,"Pull",50min,"Bicep Curl (Cable)",2,11.3,11.0,0,0.0,,,
2025-09-29 13:40:52,"Pull",50min,"Bicep Curl (Cable)",Minuteur de repos,0,0.0,0,120.0,,,
2025-09-29 13:40:52,"Pull",50min,"Bicep Curl (Cable)",3,11.3,10.0,0,0.0,,,
2025-09-29 13:40:52,"Pull",50min,"Bicep Curl (Cable)",Minuteur de repos,0,0.0,0,120.0,,,
2025-09-30 13:06:09,"Legs",1h 9min,"Squat (Barbell)",1,60.0,12.0,0,0.0,"","",
2025-09-30 13:06:09,"Legs",1h 9min,"Squat (Barbell)",Minuteur de repos,0,0.0,0,120.0,,,
2025-09-30 13:06:09,"Legs",1h 9min,"Squat (Barbell)",2,60.0,12.0,0,0.0,,,
2025-09-30 13:06:09,"Legs",1h 9min,"Squat (Barbell)",Minuteur de repos,0,0.0,0,180.0,,,
2025-09-30 13:06:09,"Legs",1h 9min,"Squat (Barbell)",3,60.0,9.0,0,0.0,,,
2025-09-30 13:06:09,"Legs",1h 9min,"Squat (Barbell)",Minuteur de repos,0,0.0,0,180.0,,,
2025-09-30 13:06:09,"Legs",1h 9min,"Squat (Barbell)",4,60.0,7.0,0,0.0,,,
2025-09-30 13:06:09,"Legs",1h 9min,"Squat (Barbell)",Minuteur de repos,0,0.0,0,180.0,,,
2025-09-30 13:06:09,"Legs",1h 9min,"Hip Thrust (Barbell)",1,60.0,12.0,0,0.0,"",,
2025-09-30 13:06:09,"Legs",1h 9min,"Hip Thrust (Barbell)",Minuteur de repos,0,0.0,0,120.0,,,
2025-09-30 13:06:09,"Legs",1h 9min,"Hip Thrust (Barbell)",2,60.0,12.0,0,0.0,,,
2025-09-30 13:06:09,"Legs",1h 9min,"Hip Thrust (Barbell)",Minuteur de repos,0,0.0,0,120.0,,,
2025-09-30 13:06:09,"Legs",1h 9min,"Hip Thrust (Barbell)",3,60.0,11.0,0,0.0,,,
2025-09-30 13:06:09,"Legs",1h 9min,"Hip Thrust (Barbell)",Minuteur de repos,0,0.0,0,120.0,,,
2025-09-30 13:06:09,"Legs",1h 9min,"Hip Thrust (Barbell)",4,60.0,7.0,0,0.0,,,
2025-09-30 13:06:09,"Legs",1h 9min,"Hip Thrust (Barbell)",Minuteur de repos,0,0.0,0,120.0,,,
2025-09-30 13:06:09,"Legs",1h 9min,"Leg Press",1,155.7,12.0,0,0.0,"",,
2025-09-30 13:06:09,"Legs",1h 9min,"Leg Press",Minuteur de repos,0,0.0,0,120.0,,,
2025-09-30 13:06:09,"Legs",1h 9min,"Leg Press",2,155.7,12.0,0,0.0,,,
2025-09-30 13:06:09,"Legs",1h 9min,"Leg Press",Minuteur de repos,0,0.0,0,120.0,,,
2025-09-30 13:06:09,"Legs",1h 9min,"Leg Press",3,155.7,12.0,0,0.0,,,
2025-09-30 13:06:09,"Legs",1h 9min,"Leg Press",Minuteur de repos,0,0.0,0,120.0,,,
2025-09-30 13:06:09,"Legs",1h 9min,"Leg Press",4,155.7,12.0,0,0.0,,,
2025-09-30 13:06:09,"Legs",1h 9min,"Leg Press",Minuteur de repos,0,0.0,0,120.0,,,
2025-09-30 13:06:09,"Legs",1h 9min,"Romanian Deadlift (Barbell)",1,30.0,12.0,0,0.0,"",,
2025-09-30 13:06:09,"Legs",1h 9min,"Romanian Deadlift (Barbell)",Minuteur de repos,0,0.0,0,120.0,,,
2025-09-30 13:06:09,"Legs",1h 9min,"Romanian Deadlift (Barbell)",2,30.0,12.0,0,0.0,,,
2025-09-30 13:06:09,"Legs",1h 9min,"Romanian Deadlift (Barbell)",Minuteur de repos,0,0.0,0,120.0,,,
2025-09-30 13:06:09,"Legs",1h 9min,"Romanian Deadlift (Barbell)",3,30.0,12.0,0,0.0,,,
2025-09-30 13:06:09,"Legs",1h 9min,"Romanian Deadlift (Barbell)",Minuteur de repos,0,0.0,0,120.0,,,
2025-09-30 13:06:09,"Legs",1h 9min,"Romanian Deadlift (Barbell)",4,30.0,12.0,0,0.0,,,
2025-09-30 13:06:09,"Legs",1h 9min,"Romanian Deadlift (Barbell)",Minuteur de repos,0,0.0,0,120.0,,,
2025-09-30 13:06:09,"Legs",1h 9min,"Seated Calf Raise (Plate Loaded)",1,46.3,15.0,0,0.0,"",,
2025-09-30 13:06:09,"Legs",1h 9min,"Seated Calf Raise (Plate Loaded)",Minuteur de repos,0,0.0,0,120.0,,,
2025-09-30 13:06:09,"Legs",1h 9min,"Seated Calf Raise (Plate Loaded)",2,46.3,15.0,0,0.0,,,
2025-09-30 13:06:09,"Legs",1h 9min,"Seated Calf Raise (Plate Loaded)",Minuteur de repos,0,0.0,0,120.0,,,
2025-09-30 13:06:09,"Legs",1h 9min,"Seated Calf Raise (Plate Loaded)",3,46.3,11.0,0,0.0,,,
2025-09-30 13:06:09,"Legs",1h 9min,"Seated Calf Raise (Plate Loaded)",Minuteur de repos,0,0.0,0,120.0,,,
2025-10-02 13:05:30,"Push",55min,"Bench Press (Barbell)",1,60.0,12.0,0,0.0,"","",
2025-10-02 13:05:30,"Push",55min,"Bench Press (Barbell)",Minuteur de repos,0,0.0,0,180.0,,,
2025-10-02 13:05:30,"Push",55min,"Bench Press (Barbell)",2,60.0,12.0,0,0.0,,,
2025-10-02 13:05:30,"Push",55min,"Bench Press (Barbell)",Minuteur de repos,0,0.0,0,180.0,,,
2025-10-02 13:05:30,"Push",55min,"Bench Press (Barbell)",3,60.0,10.0,0,0.0,,,
2025-10-02 13:05:30,"Push",55min,"Bench Press (Barbell)",Minuteur de repos,0,0.0,0,180.0,,,
